query,bu_leaf,bu_leaf_name,bu_family_final,bu_margin,bu_ambiguous,td_l1,td_confidence,td_margin,td_ambiguous,td_l2
服用劳拉西泮是否有危险？,24,药品用法与相互作用查询,19,0.0836,False,PRODUCT_INFO_LOOKUP,0.5507,0.451,False,PRODUCT_INFO_LOOKUP__1
我想了解糠酸莫米松,24,药品用法与相互作用查询,19,0.0103,True,PRODUCT_INFO_LOOKUP,0.5591,0.4025,False,PRODUCT_INFO_LOOKUP__1
辅酶q10的十大功效？,20,功效作用与副作用查询,3,0.0561,False,PRODUCT_INFO_LOOKUP,0.995,0.9924,False,PRODUCT_INFO_LOOKUP__2
蛋白粉可以经常吃吗？,9,查询特定健康或用药情形下能否吃某物或做某事,17,0.0623,False,PERMISSION_VERDICT,0.5119,0.3636,False,PERMISSION_VERDICT__1
血氧低于多少会是致命,17,查询心脑血管疾病诊疗信息,31,0.0101,True,MEDICAL_KNOWLEDGE_LOOKUP,0.9423,0.9235,False,MEDICAL_KNOWLEDGE_LOOKUP__2
放疗和化疗区别,30,查询疾病症状与诊疗信息,47,0.0319,False,ENTITY_COMPARISON,0.9009,0.8359,False,ENTITY_COMPARISON__2
眼疾手快还是手疾眼快哪个是正确的,17,查询心脑血管疾病诊疗信息,31,0.0075,True,ENTITY_COMPARISON,0.3658,0.158,False,ENTITY_COMPARISON__2
老人说话突然含糊要马上就医吗,35,呼吸道症状与用药建议查询,39,0.0029,True,DIAGNOSIS_PROGNOSIS_VERDICT,0.5468,0.275,False,DIAGNOSIS_PROGNOSIS_VERDICT__5
女人喝麦冬泡水的好处？,11,健康利弊查询,24,0.1114,False,PRODUCT_INFO_LOOKUP,0.7882,0.6982,False,PRODUCT_INFO_LOOKUP__2
熬夜的红血丝多久可以恢复,36,医疗恢复与检查时间查询,6,0.0256,False,RECOVERY_TIMELINE,0.8135,0.7463,False,RECOVERY_TIMELINE__1
盆底肌松弛怎么判断,26,查询骨科伤病诊疗与康复信息,43,0.0253,False,TREATMENT_SEEKING,0.5703,0.3483,False,TREATMENT_SEEKING__1
吃石榴的十大禁忌,10,查询食物营养与健康影响,42,0.0465,False,PRODUCT_INFO_LOOKUP,0.5184,0.2203,False,PRODUCT_INFO_LOOKUP__2
第一次处破了女14分钟还疼,29,解答月经避孕怀孕相关疑问,41,0.0075,True,SYMPTOM_CAUSE_LOOKUP,0.2947,0.1195,False,SYMPTOM_CAUSE_LOOKUP__2
辅酶q10有什么副作用？,20,功效作用与副作用查询,3,0.109,False,PRODUCT_INFO_LOOKUP,0.9482,0.9144,False,PRODUCT_INFO_LOOKUP__1
猕猴桃的功效与作用有什么,23,查询物品功效与作用,25,0.1198,False,PRODUCT_INFO_LOOKUP,0.9848,0.9795,False,PRODUCT_INFO_LOOKUP__2
木瓜的功效与作用,23,查询物品功效与作用,25,0.2218,False,PRODUCT_INFO_LOOKUP,0.9808,0.9668,False,PRODUCT_INFO_LOOKUP__2
吃芋头有什么好处和坏处,11,健康利弊查询,24,0.2893,False,MEDICAL_KNOWLEDGE_LOOKUP,0.6535,0.4337,False,MEDICAL_KNOWLEDGE_LOOKUP__2
平时饮食要注意什么？,10,查询食物营养与健康影响,42,0.0388,False,TREATMENT_SEEKING,0.7204,0.519,False,TREATMENT_SEEKING__2
吃二甲双胍缓释片好还是二甲双胍好,24,药品用法与相互作用查询,19,0.1588,False,DOSAGE_ADMINISTRATION,0.4845,0.133,False,DOSAGE_ADMINISTRATION__3
甲减是什么症状,30,查询疾病症状与诊疗信息,47,0.0512,False,MEDICAL_KNOWLEDGE_LOOKUP,0.8894,0.81,False,MEDICAL_KNOWLEDGE_LOOKUP__1
花生米的功效,20,功效作用与副作用查询,3,0.0488,False,PRODUCT_INFO_LOOKUP,0.9957,0.9937,False,PRODUCT_INFO_LOOKUP__2
螨虫叮咬的图片,34,查询皮肤黏膜异常症状与处理建议,38,0.0358,False,DIAGRAM_MEDIA_LOOKUP,0.8469,0.7811,False,DIAGRAM_MEDIA_LOOKUP__1
甲钴胺的功效,20,功效作用与副作用查询,3,0.0729,False,PRODUCT_INFO_LOOKUP,0.9875,0.9808,False,PRODUCT_INFO_LOOKUP__1
富马酸比索洛尔片的危害,24,药品用法与相互作用查询,19,0.0663,False,PRODUCT_INFO_LOOKUP,0.6598,0.5708,False,PRODUCT_INFO_LOOKUP__1
夏天脸上出油爆痘越来越严重,34,查询皮肤黏膜异常症状与处理建议,38,0.0684,False,SYMPTOM_CAUSE_LOOKUP,0.8938,0.8449,False,SYMPTOM_CAUSE_LOOKUP__1
被不明昆虫叮咬后哪些变化需要及时关注,30,查询疾病症状与诊疗信息,47,0.0172,True,DIAGNOSIS_PROGNOSIS_VERDICT,0.3714,0.1379,False,DIAGNOSIS_PROGNOSIS_VERDICT__1
带状疱疹是什么症状,30,查询疾病症状与诊疗信息,47,0.0402,False,MEDICAL_KNOWLEDGE_LOOKUP,0.887,0.8299,False,MEDICAL_KNOWLEDGE_LOOKUP__1
猕猴桃功效和作用,20,功效作用与副作用查询,3,0.0617,False,PRODUCT_INFO_LOOKUP,0.9866,0.9806,False,PRODUCT_INFO_LOOKUP__2
心梗的早期症状,17,查询心脑血管疾病诊疗信息,31,0.1022,False,MEDICAL_KNOWLEDGE_LOOKUP,0.9906,0.9872,False,MEDICAL_KNOWLEDGE_LOOKUP__1
深海鱼油能长期吃吗有副作用吗,8,查询食物药物能否食用,16,0.0181,True,PERMISSION_VERDICT,0.3061,0.0587,False,PERMISSION_VERDICT__1
经常吃猕猴桃有什么副作用吗,20,功效作用与副作用查询,3,0.0607,False,PRODUCT_INFO_LOOKUP,0.5453,0.3181,False,PRODUCT_INFO_LOOKUP__2
石榴功效和作用,20,功效作用与副作用查询,3,0.0699,False,PRODUCT_INFO_LOOKUP,0.9609,0.9393,False,PRODUCT_INFO_LOOKUP__2
成人三级视功能恢复要多久,36,医疗恢复与检查时间查询,6,0.1279,False,RECOVERY_TIMELINE,0.5134,0.2515,False,RECOVERY_TIMELINE__1
职场焦虑引发的手抖是怎么回事,32,症状原因查询,36,0.2373,False,SYMPTOM_CAUSE_LOOKUP,0.9884,0.9847,False,SYMPTOM_CAUSE_LOOKUP__3
备孕期间敏感问题如何保护个人信息,29,解答月经避孕怀孕相关疑问,41,0.0689,False,TREATMENT_SEEKING,0.4624,0.2551,False,TREATMENT_SEEKING__1
头晕天旋地转是怎么回事,32,症状原因查询,36,0.2168,False,SYMPTOM_CAUSE_LOOKUP,0.979,0.9698,False,SYMPTOM_CAUSE_LOOKUP__3
我想了解细菌性阴道病,34,查询皮肤黏膜异常症状与处理建议,38,0.0125,True,MEDICAL_KNOWLEDGE_LOOKUP,0.6708,0.5918,False,MEDICAL_KNOWLEDGE_LOOKUP__1
拿到体检报告后如何按轻重缓急处理,30,查询疾病症状与诊疗信息,47,0.01,True,PROVIDER_NAVIGATION_AND_ADMIN,0.8573,0.7939,False,PROVIDER_NAVIGATION_AND_ADMIN__2
试管婴儿那个医院成功率高,1,医院及医生信息查询,20,0.062,False,PROVIDER_NAVIGATION_AND_ADMIN,0.9628,0.9516,False,PROVIDER_NAVIGATION_AND_ADMIN__2
哈尔滨京科脑康医院,1,医院及医生信息查询,20,0.1294,False,PROVIDER_NAVIGATION_AND_ADMIN,0.993,0.9906,False,PROVIDER_NAVIGATION_AND_ADMIN__1
热量消耗随体重下降,16,查询化验检查指标含义与异常原因,30,0.0042,True,HEALTH_VALUE_CALCULATION,0.5622,0.2173,False,HEALTH_VALUE_CALCULATION__1
曲昔派特胶囊副作用大,24,药品用法与相互作用查询,19,0.0059,True,PRODUCT_INFO_LOOKUP,0.9938,0.9927,False,PRODUCT_INFO_LOOKUP__1
高密度脂蛋白胆固醇偏低怎么办,16,查询化验检查指标含义与异常原因,30,0.1233,False,TREATMENT_SEEKING,0.9719,0.9585,False,TREATMENT_SEEKING__2
藏红花功效与作用,23,查询物品功效与作用,25,0.2331,False,PRODUCT_INFO_LOOKUP,0.9889,0.985,False,PRODUCT_INFO_LOOKUP__2
我想了解滴虫性阴道炎,34,查询皮肤黏膜异常症状与处理建议,38,0.0671,False,MEDICAL_KNOWLEDGE_LOOKUP,0.4534,0.3182,False,MEDICAL_KNOWLEDGE_LOOKUP__1
肺癌早期症状,30,查询疾病症状与诊疗信息,47,0.116,False,MEDICAL_KNOWLEDGE_LOOKUP,0.9607,0.9437,False,MEDICAL_KNOWLEDGE_LOOKUP__1
苦荞茶的功效,20,功效作用与副作用查询,3,0.0367,False,PRODUCT_INFO_LOOKUP,0.9931,0.9881,False,PRODUCT_INFO_LOOKUP__2
甲状腺的主要症状,30,查询疾病症状与诊疗信息,47,0.1382,False,MEDICAL_KNOWLEDGE_LOOKUP,0.9142,0.86,False,MEDICAL_KNOWLEDGE_LOOKUP__1
为什么尿毒症容易一家人同时得,16,查询化验检查指标含义与异常原因,30,0.0108,True,DIAGNOSIS_PROGNOSIS_VERDICT,0.6469,0.4343,False,DIAGNOSIS_PROGNOSIS_VERDICT__5
灰指甲用什么药好,12,病症用药饮食查询,45,0.1428,False,TREATMENT_SEEKING,0.9784,0.9743,False,TREATMENT_SEEKING__1
布洛芬的功效,20,功效作用与副作用查询,3,0.0708,False,PRODUCT_INFO_LOOKUP,0.9828,0.971,False,PRODUCT_INFO_LOOKUP__1
我想了解双氯芬酸钠,24,药品用法与相互作用查询,19,0.1066,False,PRODUCT_INFO_LOOKUP,0.6171,0.491,False,PRODUCT_INFO_LOOKUP__1
糖尿病症状,18,血糖与糖尿病管理查询,46,0.1769,False,MEDICAL_KNOWLEDGE_LOOKUP,0.927,0.8908,False,MEDICAL_KNOWLEDGE_LOOKUP__1
沙棘十大功效是什么？,20,功效作用与副作用查询,3,0.1006,False,PRODUCT_INFO_LOOKUP,0.9657,0.9471,False,PRODUCT_INFO_LOOKUP__2
这种情况会传染给家人吗？,30,查询疾病症状与诊疗信息,47,0.0787,False,DIAGNOSIS_PROGNOSIS_VERDICT,0.9888,0.9814,False,DIAGNOSIS_PROGNOSIS_VERDICT__1
西梅的功效与作用禁忌,23,查询物品功效与作用,25,0.1785,False,PRODUCT_INFO_LOOKUP,0.9961,0.9949,False,PRODUCT_INFO_LOOKUP__2
手脚麻木怎么治疗,27,肢体不适症状查询,28,0.1737,False,TREATMENT_SEEKING,0.9941,0.9908,False,TREATMENT_SEEKING__1
入职体检查出问题该怎么处理,30,查询疾病症状与诊疗信息,47,0.0047,True,PROVIDER_NAVIGATION_AND_ADMIN,0.6063,0.3768,False,PROVIDER_NAVIGATION_AND_ADMIN__2
依折麦布片能长期吃吗,8,查询食物药物能否食用,16,0.0068,True,PERMISSION_VERDICT,0.4139,0.106,False,PERMISSION_VERDICT__1
天麻有什么功效,20,功效作用与副作用查询,3,0.1533,False,PRODUCT_INFO_LOOKUP,0.989,0.9834,False,PRODUCT_INFO_LOOKUP__2
肺癌早期症状是什么,30,查询疾病症状与诊疗信息,47,0.1148,False,MEDICAL_KNOWLEDGE_LOOKUP,0.9739,0.9639,False,MEDICAL_KNOWLEDGE_LOOKUP__1
我想了解夫西地酸乳膏,24,药品用法与相互作用查询,19,0.0902,False,PRODUCT_INFO_LOOKUP,0.6407,0.4748,False,PRODUCT_INFO_LOOKUP__1
甲钴胺片功效,20,功效作用与副作用查询,3,0.0231,False,PRODUCT_INFO_LOOKUP,0.9872,0.9835,False,PRODUCT_INFO_LOOKUP__1
银杏叶片功效及副作用,20,功效作用与副作用查询,3,0.1115,False,PRODUCT_INFO_LOOKUP,0.9986,0.9982,False,PRODUCT_INFO_LOOKUP__2
体检报告提示甲状腺结节如何判断风险,30,查询疾病症状与诊疗信息,47,0.1301,False,DIAGNOSIS_PROGNOSIS_VERDICT,0.597,0.4492,False,DIAGNOSIS_PROGNOSIS_VERDICT__1
知柏地黄丸的功效作用,20,功效作用与副作用查询,3,0.051,False,PRODUCT_INFO_LOOKUP,0.9642,0.9393,False,PRODUCT_INFO_LOOKUP__2
我想了解脂溢性皮炎,34,查询皮肤黏膜异常症状与处理建议,38,0.024,False,MEDICAL_KNOWLEDGE_LOOKUP,0.6395,0.4935,False,MEDICAL_KNOWLEDGE_LOOKUP__2
我想了解幽门螺杆菌,35,呼吸道症状与用药建议查询,39,0.0631,False,MEDICAL_KNOWLEDGE_LOOKUP,0.5374,0.4185,False,MEDICAL_KNOWLEDGE_LOOKUP__2
牙疼最快止疼法,28,查询身体不适症状原因,33,0.0755,False,TREATMENT_SEEKING,0.9358,0.9196,False,TREATMENT_SEEKING__1
宫颈癌早期症状,30,查询疾病症状与诊疗信息,47,0.0925,False,MEDICAL_KNOWLEDGE_LOOKUP,0.938,0.9062,False,MEDICAL_KNOWLEDGE_LOOKUP__1
山茱萸的作用与功效,20,功效作用与副作用查询,3,0.0537,False,PRODUCT_INFO_LOOKUP,0.9909,0.987,False,PRODUCT_INFO_LOOKUP__2
硝苯地平控释片能长期服用吗？,24,药品用法与相互作用查询,19,0.1817,False,DOSAGE_ADMINISTRATION,0.7731,0.6133,False,DOSAGE_ADMINISTRATION__3
黄精吃了对人有什么好处,11,健康利弊查询,24,0.2383,False,PRODUCT_INFO_LOOKUP,0.4412,0.2016,False,PRODUCT_INFO_LOOKUP__1
盐酸曲唑酮片如何正确服用？,24,药品用法与相互作用查询,19,0.1492,False,DOSAGE_ADMINISTRATION,0.6281,0.2907,False,DOSAGE_ADMINISTRATION__3
bmi值正常标准是多少,19,判断身体症状或检查结果是否正常,32,0.0773,False,MEDICAL_KNOWLEDGE_LOOKUP,0.7921,0.6899,False,MEDICAL_KNOWLEDGE_LOOKUP__2
柚子有什么功效与作用,23,查询物品功效与作用,25,0.0745,False,PRODUCT_INFO_LOOKUP,0.978,0.9604,False,PRODUCT_INFO_LOOKUP__2
百香果的最佳食用方法是什么？,25,中药与中成药信息查询,26,0.0089,True,PRODUCT_INFO_LOOKUP,0.8034,0.7051,False,PRODUCT_INFO_LOOKUP__2
我想了解性激素六项,24,药品用法与相互作用查询,19,0.0165,True,MEDICAL_KNOWLEDGE_LOOKUP,0.5794,0.4835,False,MEDICAL_KNOWLEDGE_LOOKUP__3
肠癌早期症状,30,查询疾病症状与诊疗信息,47,0.1473,False,MEDICAL_KNOWLEDGE_LOOKUP,0.9486,0.9261,False,MEDICAL_KNOWLEDGE_LOOKUP__1
维生素b族能随便吃吗,10,查询食物营养与健康影响,42,0.0334,False,PRODUCT_INFO_LOOKUP,0.3128,0.1316,False,PRODUCT_INFO_LOOKUP__2
女性的bmi大好还是小好,15,解读个人健康指标与用药疑问,29,0.0118,True,MEDICAL_KNOWLEDGE_LOOKUP,0.4615,0.1499,False,MEDICAL_KNOWLEDGE_LOOKUP__2
山楂的功效,20,功效作用与副作用查询,3,0.0353,False,PRODUCT_INFO_LOOKUP,0.9959,0.9933,False,PRODUCT_INFO_LOOKUP__2
鲜紫苏叶的功效与作用？,23,查询物品功效与作用,25,0.1866,False,PRODUCT_INFO_LOOKUP,0.9942,0.9921,False,PRODUCT_INFO_LOOKUP__2
总胆固醇高说明什么,16,查询化验检查指标含义与异常原因,30,0.1033,False,MEDICAL_KNOWLEDGE_LOOKUP,0.72,0.5473,False,MEDICAL_KNOWLEDGE_LOOKUP__2
西梅的功效与作用,23,查询物品功效与作用,25,0.2103,False,PRODUCT_INFO_LOOKUP,0.9942,0.9917,False,PRODUCT_INFO_LOOKUP__2
这种情况会癌变吗？,30,查询疾病症状与诊疗信息,47,0.1017,False,DIAGNOSIS_PROGNOSIS_VERDICT,0.9858,0.9768,False,DIAGNOSIS_PROGNOSIS_VERDICT__2
谷维素片功能主治,20,功效作用与副作用查询,3,0.0085,True,PRODUCT_INFO_LOOKUP,0.9875,0.9834,False,PRODUCT_INFO_LOOKUP__2
我想了解特比萘芬乳膏,24,药品用法与相互作用查询,19,0.1056,False,PRODUCT_INFO_LOOKUP,0.8037,0.7487,False,PRODUCT_INFO_LOOKUP__1
归脾丸的功效,20,功效作用与副作用查询,3,0.0446,False,PRODUCT_INFO_LOOKUP,0.9682,0.9545,False,PRODUCT_INFO_LOOKUP__2
我想了解金匮肾气丸,25,中药与中成药信息查询,26,0.1185,False,MEDICAL_KNOWLEDGE_LOOKUP,0.4151,0.2846,False,MEDICAL_KNOWLEDGE_LOOKUP__3
疣症状图片,30,查询疾病症状与诊疗信息,47,0.0766,False,DIAGRAM_MEDIA_LOOKUP,0.8032,0.6224,False,DIAGRAM_MEDIA_LOOKUP__1
吃麦冬有什么功效？,20,功效作用与副作用查询,3,0.1251,False,PRODUCT_INFO_LOOKUP,0.7249,0.4876,False,PRODUCT_INFO_LOOKUP__2
榴莲有什么功效呢？,20,功效作用与副作用查询,3,0.1305,False,PRODUCT_INFO_LOOKUP,0.9464,0.9007,False,PRODUCT_INFO_LOOKUP__2
维生素b12,10,查询食物营养与健康影响,42,0.0416,False,PRODUCT_INFO_LOOKUP,0.6395,0.511,False,PRODUCT_INFO_LOOKUP__2
我想了解子宫内膜异位症,29,解答月经避孕怀孕相关疑问,41,0.0634,False,MEDICAL_KNOWLEDGE_LOOKUP,0.3644,0.1165,False,MEDICAL_KNOWLEDGE_LOOKUP__3
吃谷维素有副作用吗,20,功效作用与副作用查询,3,0.0225,False,PRODUCT_INFO_LOOKUP,0.75,0.6782,False,PRODUCT_INFO_LOOKUP__1
刺梨的功效是什么,20,功效作用与副作用查询,3,0.091,False,PRODUCT_INFO_LOOKUP,0.9801,0.9692,False,PRODUCT_INFO_LOOKUP__2
心电图能查出什么,17,查询心脑血管疾病诊疗信息,31,0.0727,False,MEDICAL_KNOWLEDGE_LOOKUP,0.9311,0.9007,False,MEDICAL_KNOWLEDGE_LOOKUP__2
盐酸替扎尼定片的副作用和功能,20,功效作用与副作用查询,3,0.0238,False,PRODUCT_INFO_LOOKUP,0.9486,0.9308,False,PRODUCT_INFO_LOOKUP__1
宫外孕怎么做手术,36,医疗恢复与检查时间查询,6,0.0221,False,TREATMENT_SEEKING,0.6961,0.583,False,TREATMENT_SEEKING__1
牙龈肿胀鼓包,34,查询皮肤黏膜异常症状与处理建议,38,0.0082,True,SYMPTOM_CAUSE_LOOKUP,0.8133,0.743,False,SYMPTOM_CAUSE_LOOKUP__4
带状疱疹疫苗有必要打吗,30,查询疾病症状与诊疗信息,47,0.059,False,MEDICAL_KNOWLEDGE_LOOKUP,0.3662,0.1494,False,MEDICAL_KNOWLEDGE_LOOKUP__1
老年人吃辅酶q10可以长期吃吗,9,查询特定健康或用药情形下能否吃某物或做某事,17,0.0311,False,PERMISSION_VERDICT,0.5058,0.3699,False,PERMISSION_VERDICT__1
琥珀酸美托洛尔缓释片可以停用吗,24,药品用法与相互作用查询,19,0.0793,False,INTERACTION_VERDICT,0.3335,0.072,False,INTERACTION_VERDICT__2
带状疱疹疫苗,30,查询疾病症状与诊疗信息,47,0.051,False,MEDICAL_KNOWLEDGE_LOOKUP,0.648,0.441,False,MEDICAL_KNOWLEDGE_LOOKUP__1
人参果有什么功效,20,功效作用与副作用查询,3,0.1273,False,PRODUCT_INFO_LOOKUP,0.9819,0.9724,False,PRODUCT_INFO_LOOKUP__2
男性艾滋病初期症状，男性艾滋病初期症状都,30,查询疾病症状与诊疗信息,47,0.1432,False,MEDICAL_KNOWLEDGE_LOOKUP,0.8849,0.847,False,MEDICAL_KNOWLEDGE_LOOKUP__1
布地奈德能常用吗,24,药品用法与相互作用查询,19,0.0346,False,PRODUCT_INFO_LOOKUP,0.2204,0.0669,False,PRODUCT_INFO_LOOKUP__1
银耳的功效,20,功效作用与副作用查询,3,0.0116,True,PRODUCT_INFO_LOOKUP,0.9901,0.9823,False,PRODUCT_INFO_LOOKUP__2
工作压力大时如何保持正常饮食,19,判断身体症状或检查结果是否正常,32,0.0345,False,TREATMENT_SEEKING,0.9103,0.8618,False,TREATMENT_SEEKING__2
腰痛什么原因,33,症状原因查询,37,0.2079,False,SYMPTOM_CAUSE_LOOKUP,0.9761,0.9601,False,SYMPTOM_CAUSE_LOOKUP__2
体检报告显示肾功能指标异常怎么看,16,查询化验检查指标含义与异常原因,30,0.1044,False,OWN_CASE_VERDICT,0.7988,0.716,False,OWN_CASE_VERDICT__1
接触真菌感染后怎么判断是否感染,30,查询疾病症状与诊疗信息,47,0.0178,True,DIAGNOSIS_PROGNOSIS_VERDICT,0.515,0.3834,False,DIAGNOSIS_PROGNOSIS_VERDICT__1
我想了解幽门螺杆菌感染,35,呼吸道症状与用药建议查询,39,0.0622,False,MEDICAL_KNOWLEDGE_LOOKUP,0.4855,0.2859,False,MEDICAL_KNOWLEDGE_LOOKUP__1
肌酐高怎么回事,32,症状原因查询,36,0.1547,False,MEDICAL_KNOWLEDGE_LOOKUP,0.7434,0.6098,False,MEDICAL_KNOWLEDGE_LOOKUP__2
白血病有什么症状,30,查询疾病症状与诊疗信息,47,0.0262,False,MEDICAL_KNOWLEDGE_LOOKUP,0.9939,0.9915,False,MEDICAL_KNOWLEDGE_LOOKUP__1
血压高怎么调理才能恢复正常,14,血压问题查询,40,0.1923,False,TREATMENT_SEEKING,0.8969,0.8664,False,TREATMENT_SEEKING__2
逍遥丸起什么作用？,20,功效作用与副作用查询,3,0.0663,False,PRODUCT_INFO_LOOKUP,0.9829,0.9773,False,PRODUCT_INFO_LOOKUP__1
党参功效与作用是什么,23,查询物品功效与作用,25,0.1837,False,PRODUCT_INFO_LOOKUP,0.9911,0.9865,False,PRODUCT_INFO_LOOKUP__2
月经周期异常时记录哪些信息有助于咨询,29,解答月经避孕怀孕相关疑问,41,0.1123,False,TREATMENT_SEEKING,0.3179,0.0507,False,TREATMENT_SEEKING__1
疱疹图片和症状,30,查询疾病症状与诊疗信息,47,0.0585,False,DIAGRAM_MEDIA_LOOKUP,0.7816,0.5773,False,DIAGRAM_MEDIA_LOOKUP__1
六味地黄丸功效和作用,20,功效作用与副作用查询,3,0.0553,False,PRODUCT_INFO_LOOKUP,0.9614,0.9439,False,PRODUCT_INFO_LOOKUP__2
经常喝纯牛奶有什么好处？,11,健康利弊查询,24,0.0615,False,MEDICAL_KNOWLEDGE_LOOKUP,0.5954,0.4275,False,MEDICAL_KNOWLEDGE_LOOKUP__2
黄精药材有什么功效,20,功效作用与副作用查询,3,0.1011,False,PRODUCT_INFO_LOOKUP,0.9873,0.9813,False,PRODUCT_INFO_LOOKUP__2
柿子有什么功效?,20,功效作用与副作用查询,3,0.1161,False,PRODUCT_INFO_LOOKUP,0.9184,0.865,False,PRODUCT_INFO_LOOKUP__2
治疗失眠特效药有哪些,25,中药与中成药信息查询,26,0.0351,False,TREATMENT_SEEKING,0.493,0.3099,False,TREATMENT_SEEKING__2
鱼油不适合什么人吃,10,查询食物营养与健康影响,42,0.0436,False,PRODUCT_INFO_LOOKUP,0.5154,0.2989,False,PRODUCT_INFO_LOOKUP__1
我想了解甲状腺功能亢进,30,查询疾病症状与诊疗信息,47,0.0591,False,DIAGNOSIS_PROGNOSIS_VERDICT,0.4086,0.0265,False,DIAGNOSIS_PROGNOSIS_VERDICT__5
一般血压多少正常,14,血压问题查询,40,0.116,False,MEDICAL_KNOWLEDGE_LOOKUP,0.9184,0.8893,False,MEDICAL_KNOWLEDGE_LOOKUP__2
这种情况会持续多久？,36,医疗恢复与检查时间查询,6,0.0682,False,DIAGNOSIS_PROGNOSIS_VERDICT,0.7599,0.6685,False,DIAGNOSIS_PROGNOSIS_VERDICT__5
丹参的功效,20,功效作用与副作用查询,3,0.0132,True,PRODUCT_INFO_LOOKUP,0.9566,0.9347,False,PRODUCT_INFO_LOOKUP__2
吃弥猴桃的好处？,11,健康利弊查询,24,0.2095,False,PRODUCT_INFO_LOOKUP,0.8214,0.6921,False,PRODUCT_INFO_LOOKUP__2
老人耳朵听不清是正常衰老吗,19,判断身体症状或检查结果是否正常,32,0.0651,False,DIAGNOSIS_PROGNOSIS_VERDICT,0.8448,0.7665,False,DIAGNOSIS_PROGNOSIS_VERDICT__5
我想了解参苓白术散,25,中药与中成药信息查询,26,0.0916,False,EFFICACY_VERDICT,0.3519,0.1223,False,EFFICACY_VERDICT__2
同型半胱氨酸,24,药品用法与相互作用查询,19,0.0399,False,PRODUCT_INFO_LOOKUP,0.5443,0.2375,False,PRODUCT_INFO_LOOKUP__1
逍遥丸的作用与功能主治,20,功效作用与副作用查询,3,0.0481,False,PRODUCT_INFO_LOOKUP,0.9533,0.9299,False,PRODUCT_INFO_LOOKUP__2
黄精的功效与作用,23,查询物品功效与作用,25,0.1994,False,PRODUCT_INFO_LOOKUP,0.9607,0.9375,False,PRODUCT_INFO_LOOKUP__2
弥猴桃的作用,20,功效作用与副作用查询,3,0.0818,False,PRODUCT_INFO_LOOKUP,0.9949,0.9921,False,PRODUCT_INFO_LOOKUP__2
燕窝能不能每天吃？,8,查询食物药物能否食用,16,0.0526,False,PERMISSION_VERDICT,0.4729,0.165,False,PERMISSION_VERDICT__1
板栗功效与作用,23,查询物品功效与作用,25,0.2565,False,PRODUCT_INFO_LOOKUP,0.9939,0.9915,False,PRODUCT_INFO_LOOKUP__2
高血脂会出现什么症状,16,查询化验检查指标含义与异常原因,30,0.0057,True,MEDICAL_KNOWLEDGE_LOOKUP,0.9616,0.9451,False,MEDICAL_KNOWLEDGE_LOOKUP__2
外地就医前如何先准备病情资料,4,医生信息查询,44,0.0328,False,PROVIDER_NAVIGATION_AND_ADMIN,0.8309,0.6915,False,PROVIDER_NAVIGATION_AND_ADMIN__2
怀孕的最初征兆,29,解答月经避孕怀孕相关疑问,41,0.1704,False,MEDICAL_KNOWLEDGE_LOOKUP,0.9832,0.9792,False,MEDICAL_KNOWLEDGE_LOOKUP__3
小柴胡颗粒15个功效,20,功效作用与副作用查询,3,0.0021,True,PRODUCT_INFO_LOOKUP,0.928,0.9098,False,PRODUCT_INFO_LOOKUP__2
