query,bu_leaf,bu_leaf_name,bu_user_need,bu_leaf_pre_governance,bu_family_pre_governance,bu_family_final,bu_margin,bu_ambiguous,td_l1,td_l1_name,td_user_need,td_confidence,td_margin,td_ambiguous,td_decided_by,td_l2,ref_legacy_l2,ref_legacy_dept,ref_legacy_type,snapshot,run_id,generation
高血糖形成原因,18,血糖与糖尿病管理查询,获得血糖正常/异常标准、饮食与药物等对血糖的影响以及糖尿病管理措施的具体信息后，用户即被满足。,18,2,46,0.14537,False,MEDICAL_KNOWLEDGE_LOOKUP,查询医学名词、检查、疫苗或疾病定义,用户在不涉及自身具体数值和个案决策的情况下，询问医学名词、缩写、检查、疫苗、疾病、症状等的一般定义、区别或机制。,0.79428,0.63604,False,model,MEDICAL_KNOWLEDGE_LOOKUP__2,疾病知识,内科,科普,搜索,health-pool3,1
"胶体金快检试纸,测克仑特罗、莱克多巴胺、沙丁胺醇这三项是大类还是小类",24,药品用法与相互作用查询,用户获得所问药品或保健品的服用方法、能否同服、服用间隔、副作用、起效时间、剂型或品牌选择等具体说明后即满足。,24,4,19,0.06169,False,OWN_CASE_VERDICT,判读个人测量值、检查结果或自身发现,用户提供具体的个人数值、检查检验结果、体征描述或已有诊断，要求系统判定其是否正常、严重、危险，或是否需要进一步检查、治疗或住院。,0.59795,0.44583,False,model,OWN_CASE_VERDICT__4,药品保健品,(无科室),(无类型),搜索,health-pool3,1
抑郁休学两个月档案,30,查询疾病症状与诊疗信息,用户提出关于某个疾病、症状或检查结果的查询后，得到针对该问题的症状表现、病因、诊断、分期、治疗方案或预后说明即满足。,30,6,47,0.00712,True,CONTEXT_DEPENDENT_FOLLOW_UP,无指代追问与拍照实物识别,用户发出依赖上文的追问（如“有用吗”“怎么服用”）或要求识别所拍摄的药品、草药、检查单等实物，系统必须先知道或识别所指对象才能作答。,0.34134,0.19694,False,model,CONTEXT_DEPENDENT_FOLLOW_UP__3,疾病知识,精神科,科普,搜索,health-pool3,1
感觉喉咙很干,35,呼吸道症状与用药建议查询,用户描述咳嗽、喉咙痛、鼻塞、流鼻涕、有痰等呼吸道症状后，获得可能的病因判断（如是否感冒、鼻炎）以及对应的用药或护理建议，即得到满足。,35,7,39,0.20849,False,SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,用户描述自己或他人的症状、体征或异常现象，希望系统解释可能的原因和需要警惕的情况，而不是给出具体个人数值判读或治疗步骤。,0.98622,0.98202,False,model,SYMPTOM_CAUSE_LOOKUP__4,疾病知识,耳鼻咽喉科,症状,搜索,health-pool3,1
一吃牛奶就拉肚子,7,解答婴幼儿喂养与奶类营养问题,用户获得针对宝宝喂养、奶粉/母乳、奶类及乳制品营养、儿童健康相关具体问题的直接解释或可操作建议后，即满足。,7,1,15,0.19146,False,SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,用户描述自己或他人的症状、体征或异常现象，希望系统解释可能的原因和需要警惕的情况，而不是给出具体个人数值判读或治疗步骤。,0.84332,0.80696,False,model,SYMPTOM_CAUSE_LOOKUP__4,疾病知识,内科,症状,搜索,health-pool3,1
宫外孕保守治疗是啥意思,29,解答月经避孕怀孕相关疑问,用户得到关于月经、同房、避孕与怀孕可能性及结果的可靠判断或解释后，即得到满足。,29,6,41,0.04071,False,PROVIDER_NAVIGATION_AND_ADMIN,就医导航、机构核实与医疗行政事务,用户寻找医院、科室、医生、药店等资源，或询问价格、报销、健康证办理、医保等医疗行政流程，期待机构事实信息、价格区间或政策规定。,0.40095,0.1977,False,model,PROVIDER_NAVIGATION_AND_ADMIN__2,疾病知识,妇产科,科普,搜索,health-pool3,1
红斑狼疮病人吃什么好,12,病症用药饮食查询,用户给出具体病症或症状后，获得针对该病症或症状的可考虑药物或饮食建议，即为满足。,12,1,45,0.1524,False,TREATMENT_SEEKING,寻求症状或疾病的治疗方案与用药推荐,用户针对自己或家人的症状或疾病，要求系统给出可执行的处理方案、药物推荐或调理方法，常为开放性的怎么办/吃什么药/怎么治。,0.82252,0.69928,False,model,TREATMENT_SEEKING__2,疾病知识,内科,科普,搜索,health-pool3,1
息肉怎么写,31,查询健康症状处理办法,用户描述了自身或家人的身体不适、症状或健康问题，获得针对该具体问题的处理、缓解、用药或就医建议后即满意。,31,7,35,0.02366,False,MEDICAL_KNOWLEDGE_LOOKUP,查询医学名词、检查、疫苗或疾病定义,用户在不涉及自身具体数值和个案决策的情况下，询问医学名词、缩写、检查、疫苗、疾病、症状等的一般定义、区别或机制。,0.62231,0.54974,False,model,MEDICAL_KNOWLEDGE_LOOKUP__3,疾病知识,无明确科室,科普,搜索,health-pool3,1
番茄饮能美白吗是真的吗,10,查询食物营养与健康影响,用户提交有关食物、保健补充剂或饮食方式的问题后，获得其对体重、胃肠、维生素补充或睡眠的具体影响以及摄入或服用建议后满意。,10,1,42,0.02254,False,EFFICACY_VERDICT,验证药物、偏方或疗法的有效性,用户询问某具体药物、偏方、保健品、食物或疗法对某个目的或病症是否有效、能否治疗、能否替代，期待有效与否的判定而非功效列举。,0.97743,0.96977,False,model,EFFICACY_VERDICT__1,养生知识,(无科室),(无类型),搜索,health-pool3,1
血红蛋白电泳结果怎么看,16,查询化验检查指标含义与异常原因,用户给出某项化验或检查指标（如血红蛋白、尿蛋白、转氨酶、胆固醇等）的名称或数值，希望获得该指标的含义、偏高或偏低的原因、是否严重以及下一步建议，得到针对该指标的具体解释后即满足。,16,2,30,0.08334,False,MEDICAL_KNOWLEDGE_LOOKUP,查询医学名词、检查、疫苗或疾病定义,用户在不涉及自身具体数值和个案决策的情况下，询问医学名词、缩写、检查、疫苗、疾病、症状等的一般定义、区别或机制。,0.42001,0.24026,False,model,MEDICAL_KNOWLEDGE_LOOKUP__3,疾病知识,内科,科普,搜索,health-pool3,1
人体的上焦、中焦、下焦怎样区分,3,查询中医机构、医生与术语,用户查询特定中医医院、中医师或中医术语/验方，获得对应机构或医生信息以及概念解释后即满足。,3,0,22,0.02355,False,ENTITY_COMPARISON,比较两个或多个实体的异同或优劣,用户将两个及以上药物、食物、概念或机构并列，询问它们的区别、是否一样、哪个更好，或仅以并列裸串暗示比较意图。,0.70275,0.54695,False,model,ENTITY_COMPARISON__2,医疗其它,(无科室),(无类型),搜索,health-pool3,1
手臂关节经脉跳动要紧吗,27,肢体不适症状查询,用户描述自己或他人的肢体、关节、肌肉出现的疼痛、麻木、肿胀、无力或活动受限等症状，希望获得可能的原因、严重程度判断及应对处理建议。,27,5,28,0.06953,False,DIAGNOSIS_PROGNOSIS_VERDICT,判定疾病可能性、病情走向与预后,用户基于症状或不带个人数值的情况询问是否患某病、某病是什么类型、能否治愈、会不会恶化、还能活多久或是否会传染，期待可能性判断和预后边界。,0.19672,0.02406,False,model,DIAGNOSIS_PROGNOSIS_VERDICT__3,疾病知识,外科,科普,搜索,health-pool3,1
甲钴胺什么作用,20,功效作用与副作用查询,用户想了解某个具体事物（药物、食物、植物、身体部位等）的功效、作用、用途、副作用或危害，得到针对该对象的清晰说明后即满足。,22,3,3,0.05018,False,PRODUCT_INFO_LOOKUP,查询药品、药材、保健品或食物的基本信息与功效,用户点名一个药、中药材、保健品、食材或疗法，想了解它是什么、治什么、成分、副作用、起效时间或配方等结构化信息。,0.9458,0.89589,False,model,PRODUCT_INFO_LOOKUP__1,药品保健品,(无科室),(无类型),搜索,health-pool3,1
多种维生素b片可以和氨基酸一起用吗,6,食物药物同食同服查询,用户想知道特定食物、药物或药材能否一起食用/服用，或应如何搭配；得到明确的相容性判断或搭配建议后即满足。,6,1,14,0.03012,False,INTERACTION_VERDICT,判断药物、食物、酒类之间的相互作用,用户询问两种及以上药物、药与食物、药与酒、或保健品之间能否同时使用、需要间隔多久、是否解药性或冲突，期待风险判定。,0.98134,0.97389,False,model,INTERACTION_VERDICT__2,药品保健品,(无科室),(无类型),搜索,health-pool3,1
十二支肠球炎什么症壮啊,30,查询疾病症状与诊疗信息,用户提出关于某个疾病、症状或检查结果的查询后，得到针对该问题的症状表现、病因、诊断、分期、治疗方案或预后说明即满足。,30,6,47,0.03963,False,DIAGNOSIS_PROGNOSIS_VERDICT,判定疾病可能性、病情走向与预后,用户基于症状或不带个人数值的情况询问是否患某病、某病是什么类型、能否治愈、会不会恶化、还能活多久或是否会传染，期待可能性判断和预后边界。,0.55776,0.37058,False,model,DIAGNOSIS_PROGNOSIS_VERDICT__4,疾病知识,内科,症状,搜索,health-pool3,1
"第一前磨牙是第几颗,重要吗",36,医疗恢复与检查时间查询,用户提出具体医疗或健康问题后，获得该问题对应的恢复时间、检查频率、概率或护理要求等明确答案即满足。,29,6,6,0.03265,False,OWN_CASE_VERDICT,判读个人测量值、检查结果或自身发现,用户提供具体的个人数值、检查检验结果、体征描述或已有诊断，要求系统判定其是否正常、严重、危险，或是否需要进一步检查、治疗或住院。,0.29449,0.07277,False,model,OWN_CASE_VERDICT__5,疾病知识,口腔科,科普,搜索,health-pool3,1
缬沙坦片和胶囊有什么区别,20,功效作用与副作用查询,用户想了解某个具体事物（药物、食物、植物、身体部位等）的功效、作用、用途、副作用或危害，得到针对该对象的清晰说明后即满足。,20,3,3,0.06355,False,ENTITY_COMPARISON,比较两个或多个实体的异同或优劣,用户将两个及以上药物、食物、概念或机构并列，询问它们的区别、是否一样、哪个更好，或仅以并列裸串暗示比较意图。,0.75854,0.55276,False,model,ENTITY_COMPARISON__1,药品保健品,(无科室),(无类型),搜索,health-pool3,1
痔疮会复发吗怎么办,31,查询健康症状处理办法,用户描述了自身或家人的身体不适、症状或健康问题，获得针对该具体问题的处理、缓解、用药或就医建议后即满意。,31,7,35,0.14174,False,DIAGNOSIS_PROGNOSIS_VERDICT,判定疾病可能性、病情走向与预后,用户基于症状或不带个人数值的情况询问是否患某病、某病是什么类型、能否治愈、会不会恶化、还能活多久或是否会传染，期待可能性判断和预后边界。,0.59531,0.22632,False,model,DIAGNOSIS_PROGNOSIS_VERDICT__4,疾病知识,外科,科普,搜索,health-pool3,1
勃不起来要做哪些检查,36,医疗恢复与检查时间查询,用户提出具体医疗或健康问题后，获得该问题对应的恢复时间、检查频率、概率或护理要求等明确答案即满足。,29,6,6,0.04271,False,TREATMENT_SEEKING,寻求症状或疾病的治疗方案与用药推荐,用户针对自己或家人的症状或疾病，要求系统给出可执行的处理方案、药物推荐或调理方法，常为开放性的怎么办/吃什么药/怎么治。,0.63893,0.43861,False,model,TREATMENT_SEEKING__1,疾病知识,男科,科普,搜索,health-pool3,1
甲减或甲亢怎么自查出来,16,查询化验检查指标含义与异常原因,用户给出某项化验或检查指标（如血红蛋白、尿蛋白、转氨酶、胆固醇等）的名称或数值，希望获得该指标的含义、偏高或偏低的原因、是否严重以及下一步建议，得到针对该指标的具体解释后即满足。,16,2,30,0.01384,True,MEDICAL_KNOWLEDGE_LOOKUP,查询医学名词、检查、疫苗或疾病定义,用户在不涉及自身具体数值和个案决策的情况下，询问医学名词、缩写、检查、疫苗、疾病、症状等的一般定义、区别或机制。,0.57225,0.43245,False,model,MEDICAL_KNOWLEDGE_LOOKUP__1,疾病知识,内科,科普,搜索,health-pool3,1
运动以后特别无力迷糊怎么回事,32,症状原因查询,在描述某个身体或心理异常表现后，用户希望获得可能导致该表现的医学原因或机制解释。,32,7,36,0.18219,False,SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,用户描述自己或他人的症状、体征或异常现象，希望系统解释可能的原因和需要警惕的情况，而不是给出具体个人数值判读或治疗步骤。,0.98264,0.97548,False,model,SYMPTOM_CAUSE_LOOKUP__3,疾病知识,无明确科室,症状,搜索,health-pool3,1
畸胎瘤会压迫膀胱吗,29,解答月经避孕怀孕相关疑问,用户得到关于月经、同房、避孕与怀孕可能性及结果的可靠判断或解释后，即得到满足。,29,6,41,0.0244,False,DIAGNOSIS_PROGNOSIS_VERDICT,判定疾病可能性、病情走向与预后,用户基于症状或不带个人数值的情况询问是否患某病、某病是什么类型、能否治愈、会不会恶化、还能活多久或是否会传染，期待可能性判断和预后边界。,0.74353,0.56841,False,model,DIAGNOSIS_PROGNOSIS_VERDICT__4,疾病知识,妇产科,科普,搜索,health-pool3,1
