层级,类,类名,快照,n,子群,stratum_share,query,typicality_pct,length_pct,pv_raw
L1意图,PAGE_NAV,打开目标页面或获取官方应用入口,2025搜索随机1w,338,查询财经门户与市场行情,0.1006,东方财富官方首页,0.374,0.299,6.0
L1意图,PAGE_NAV,打开目标页面或获取官方应用入口,2025搜索随机1w,338,股票代码查询,0.0562,002910股吧,0.913,0.299,3.0
L1意图,PAGE_NAV,打开目标页面或获取官方应用入口,2025搜索随机1w,338,查询股份股票及股吧信息,0.0444,梦洁股份股吧,0.703,0.108,36.0
L1意图,PAGE_NAV,打开目标页面或获取官方应用入口,2025搜索随机1w,338,银行信息查询,0.0385,银行的网上银行,0.182,0.192,1.0
L1意图,PAGE_NAV,打开目标页面或获取官方应用入口,2025搜索随机1w,338,金融代码查询,0.0325,01921股吧,0.904,0.192,1.0
L1意图,PAGE_NAV,打开目标页面或获取官方应用入口,2025搜索随机1w,338,查询借款平台正规性,0.0207,最近能下款的平台,0.3,0.299,1.0
L1意图,ENTITY_IDENTITY_CHECK,确认或反查标的代码与名称对应,2025搜索随机1w,78,股票行情与选股建议查询,0.1923,电力概念龙头股,0.647,0.083,4.0
L1意图,ENTITY_IDENTITY_CHECK,确认或反查标的代码与名称对应,2025搜索随机1w,78,查询股票信息,0.1795,中兵红箭股票代码,0.929,0.205,32.0
L1意图,ENTITY_IDENTITY_CHECK,确认或反查标的代码与名称对应,2025搜索随机1w,78,证券股票信息查询,0.0897,申万宏源证券研究所 上海,0.173,0.615,2.0
L1意图,ENTITY_IDENTITY_CHECK,确认或反查标的代码与名称对应,2025搜索随机1w,78,查询财经门户与市场行情,0.0769,kietex capital hk,0.237,0.917,2.0
L1意图,ENTITY_IDENTITY_CHECK,确认或反查标的代码与名称对应,2025搜索随机1w,78,股票代码查询,0.0641,002 开头股票,0.814,0.205,1.0
L1意图,ENTITY_IDENTITY_CHECK,确认或反查标的代码与名称对应,2025搜索随机1w,78,金融代码查询,0.0513,163115申万菱信中证军工,0.096,0.776,2.0
L1意图,ENTITY_IDENTITY_CHECK,确认或反查标的代码与名称对应,2025搜索随机1w,78,查询保险公司信息,0.0513,兵装兵工唯一共同持股的上市公司,0.378,0.84,1.0
L1意图,ENTITY_IDENTITY_CHECK,确认或反查标的代码与名称对应,2025搜索随机1w,78,科技类股票信息查询,0.0513,道氏科技股票代码,0.968,0.205,1.0
L1意图,OTHER_INTENT,其他非金融意图或无明确意图,2025搜索随机1w,616,查询保险相关业务,0.099,保险按照含税价赔偿,0.993,0.314,1.0
L1意图,OTHER_INTENT,其他非金融意图或无明确意图,2025搜索随机1w,616,查询价格与金额,0.0747,古董刀币价值多少钱,0.441,0.314,1.0
L1意图,OTHER_INTENT,其他非金融意图或无明确意图,2025搜索随机1w,616,车险购买与理赔咨询,0.0666,车辆买全险要是被水淹了,0.811,0.528,1.0
L1意图,OTHER_INTENT,其他非金融意图或无明确意图,2025搜索随机1w,616,查询财经门户与市场行情,0.0649,reits发行,0.558,0.132,1.0
L1意图,OTHER_INTENT,其他非金融意图或无明确意图,2025搜索随机1w,616,查询保险公司信息,0.0617,老保险公司有哪几家,0.938,0.314,1.0
L1意图,OTHER_INTENT,其他非金融意图或无明确意图,2025搜索随机1w,616,查询转账与账户业务可行性,0.0519,买了什么钱第二天才到账,0.869,0.528,1.0
L1意图,OTHER_INTENT,其他非金融意图或无明确意图,2025搜索随机1w,616,人民币及货币信息查询,0.0487,第三套人民币。二分纸币,0.598,0.528,1.0
L1意图,OTHER_INTENT,其他非金融意图或无明确意图,2025搜索随机1w,616,支付宝相关操作查询,0.0455,支付宝下,0.509,0.019,3.0
L1意图,CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,1037,查询金融术语含义,0.216,带资入股是什么意思,1.0,0.262,1.0
L1意图,CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,1037,股票行情与选股建议查询,0.1437,股票连续几天开盘冲高回落意味什么,0.937,0.907,2.0
L1意图,CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,1037,查询贷款信息,0.0501,个人贷款叫什么贷款,0.748,0.262,1.0
L1意图,CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,1037,查询转账与账户业务可行性,0.0492,股票账户转出的钱多久到账,0.514,0.667,1.0
L1意图,CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,1037,查询保险相关业务,0.0463,当兵退伍后交的保险是啥保险,0.311,0.765,1.0
L1意图,CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,1037,个人征信报告查询与影响咨询,0.0444,征信有贷后管理是上征信了吗,0.555,0.765,1.0
L1意图,CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,1037,银行信息查询,0.0366,中行全称是什么银行,0.901,0.262,7.0
L1意图,CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,2025搜索随机1w,1037,金融业务操作与问题处理方法查询,0.0338,股票背离怎么看,0.486,0.083,1.0
L1意图,FX_CONVERT,查询汇率并换算外币金额,2025搜索随机1w,584,货币兑换金额换算查询,0.5462,老币一亿等于多少人民币,0.997,0.407,1.0
L1意图,FX_CONVERT,查询汇率并换算外币金额,2025搜索随机1w,584,查询人民币兑外币汇率,0.2003,美元币换人民币汇率,0.634,0.225,2.0
L1意图,FX_CONVERT,查询汇率并换算外币金额,2025搜索随机1w,584,人民币及货币信息查询,0.0788,老式人民币,0.665,0.029,2.0
L1意图,NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,273,股票行情与选股建议查询,0.2674,新农开发重组最新消息,0.973,0.386,1.0
L1意图,NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,273,金融行情数据查询,0.1758,渤海租赁2025年分红吗,0.848,0.652,1.0
L1意图,NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,273,查询财经门户与市场行情,0.0806,starnetwork星币最新消息,0.533,0.936,1.0
L1意图,NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,273,查询科技股与科创板信息,0.0696,荣科科技最新公告,0.72,0.134,1.0
L1意图,NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,273,查询股份公司及股票信息,0.0476,神剑股份最新状况,0.804,0.134,1.0
L1意图,NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,273,查询保险公司信息,0.033,与铍相关的上市公司,0.599,0.244,1.0
L1意图,NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,273,金融代码查询,0.022,481001分红公告最新消息今天,0.998,0.91,2.0
L1意图,NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,273,计算存贷款利息,0.022,浦发倍富金利息高吗,0.134,0.244,1.0
L1意图,INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索随机1w,186,股票行情与选股建议查询,0.414,涨幅3到5的股票会涨吗,0.987,0.449,1.0
L1意图,INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索随机1w,186,查询股票信息,0.086,建议购买股票,0.992,0.016,1.0
L1意图,INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索随机1w,186,基金净值查询,0.0538,鹏华芯片产业混合发起式A基金怎么样能买吗,0.825,0.952,1.0
L1意图,INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索随机1w,186,金融行情数据查询,0.0484,2025年7月1号成飞股票换手率27还能买吗,0.847,0.968,2.0
L1意图,INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索随机1w,186,查询保险公司信息,0.0484,养老保险买哪家保险公司好,0.126,0.548,1.0
L1意图,INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索随机1w,186,查询股份公司及股票信息,0.043,友阿股份会即将暴涨吗,0.868,0.325,2.0
L1意图,INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索随机1w,186,金融业务操作与问题处理方法查询,0.0376,中关村机构买入股票会怎么样,0.922,0.672,1.0
L1意图,INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索随机1w,186,查询转账与账户业务可行性,0.0323,去新疆投资挖矿可以吗,0.116,0.325,2.0
L1意图,DEBT_DISTRESS,处理逾期催收与还款困境,2025搜索随机1w,71,个人征信报告查询与影响咨询,0.2113,网贷逾期上征信影响政审吗,0.923,0.423,1.0
L1意图,DEBT_DISTRESS,处理逾期催收与还款困境,2025搜索随机1w,71,查询贷款信息,0.1549,贷款还不上要坐几年牢,0.796,0.155,1.0
L1意图,DEBT_DISTRESS,处理逾期催收与还款困境,2025搜索随机1w,71,贷款提前还款查询,0.1549,全民钱包怎么协商延期还款,0.641,0.423,6.0
L1意图,DEBT_DISTRESS,处理逾期催收与还款困境,2025搜索随机1w,71,金融业务操作与问题处理方法查询,0.1268,网贷仲裁后没钱还怎么办,0.838,0.282,1.0
L1意图,DEBT_DISTRESS,处理逾期催收与还款困境,2025搜索随机1w,71,花呗操作查询,0.1127,花呗逾期都结清两年了还没恢复,0.599,0.725,1.0
L1意图,DEBT_DISTRESS,处理逾期催收与还款困境,2025搜索随机1w,71,查询借款平台正规性,0.0423,国投信托是哪个平台还款的,0.134,0.423,1.0
L1意图,MARKET_MOVEMENT_EXPLAIN,解释已发生市场现象的原因,2025搜索随机1w,56,股票行情与选股建议查询,0.4643,为什么新股上市都会暴涨,0.991,0.366,2.0
L1意图,MARKET_MOVEMENT_EXPLAIN,解释已发生市场现象的原因,2025搜索随机1w,56,查询金价,0.0714,金价跌了还是涨了这几天,0.83,0.366,1.0
L1意图,MARKET_MOVEMENT_EXPLAIN,解释已发生市场现象的原因,2025搜索随机1w,56,金融业务操作与问题处理方法查询,0.0536,新债第一天没有涨跌怎么回事,0.598,0.598,1.0
L1意图,MARKET_MOVEMENT_EXPLAIN,解释已发生市场现象的原因,2025搜索随机1w,56,查询市场行情,0.0536,台灣股市7月1日為何大漲,0.295,0.509,1.0
L1意图,MARKET_MOVEMENT_EXPLAIN,解释已发生市场现象的原因,2025搜索随机1w,56,支付宝相关操作查询,0.0536,为什么支付宝付款输了密码还要刷脸,0.312,0.741,1.0
L1意图,MARKET_MOVEMENT_EXPLAIN,解释已发生市场现象的原因,2025搜索随机1w,56,金融行情数据查询,0.0536,合力泰2023年为什么亏120亿,0.491,0.741,1.0
L1意图,MARKET_MOVEMENT_EXPLAIN,解释已发生市场现象的原因,2025搜索随机1w,56,查询定期存款利率,0.0357,存款利率又降了,0.259,0.018,2.0
L1意图,MARKET_MOVEMENT_EXPLAIN,解释已发生市场现象的原因,2025搜索随机1w,56,利率查询与计算,0.0357,国债利率为什么越来越低,0.848,0.366,1.0
L1意图,COMPARISON_DECISION,比较两个金融对象并给出取舍,2025搜索随机1w,100,银行信息查询,0.14,低波红利和银行买哪个好,0.995,0.155,2.0
L1意图,COMPARISON_DECISION,比较两个金融对象并给出取舍,2025搜索随机1w,100,查询保险相关业务,0.09,给爸妈买什么保险比较好,0.315,0.155,5.0
L1意图,COMPARISON_DECISION,比较两个金融对象并给出取舍,2025搜索随机1w,100,银行卡业务查询与办理指导,0.09,办理银行卡一类卡和二类有什么区别,0.905,0.795,1.0
L1意图,COMPARISON_DECISION,比较两个金融对象并给出取舍,2025搜索随机1w,100,计算存贷款利息,0.09,等额本金和等额本息哪个利率更高一些,0.755,0.87,1.0
L1意图,COMPARISON_DECISION,比较两个金融对象并给出取舍,2025搜索随机1w,100,车险购买与理赔咨询,0.08,车险保全损是越高越好还是越低,0.495,0.57,1.0
L1意图,COMPARISON_DECISION,比较两个金融对象并给出取舍,2025搜索随机1w,100,查询定期存款利率,0.07,国债和定期存款哪个好,0.945,0.07,6.0
L1意图,COMPARISON_DECISION,比较两个金融对象并给出取舍,2025搜索随机1w,100,查询办理信用卡业务,0.06,信用卡选哪个卡种最好,0.805,0.07,1.0
L1意图,COMPARISON_DECISION,比较两个金融对象并给出取舍,2025搜索随机1w,100,查询保险公司信息,0.05,私家车买哪一个保险公司的保险好一点,0.765,0.87,1.0
L1意图,SEEK_CREDIT_WORKAROUND,寻找绕征信借款或评估征信修复,2025搜索随机1w,11,个人征信报告查询与影响咨询,0.6364,征信没逾期过但有很多网贷查询记录,0.773,0.682,1.0
L1意图,SEEK_CREDIT_WORKAROUND,寻找绕征信借款或评估征信修复,2025搜索随机1w,11,查询借款平台正规性,0.1818,被央行清退的网贷平台有哪些,0.045,0.409,1.0
L1意图,QUOTE_LOOKUP,查询可报价品种实时行情与价格,2026搜索,6282,查询股票信息,0.3564,股票,1.0,0.002,21156.0
L1意图,QUOTE_LOOKUP,查询可报价品种实时行情与价格,2026搜索,6282,股票代码查询,0.1044,600276,0.267,0.497,679.0
L1意图,QUOTE_LOOKUP,查询可报价品种实时行情与价格,2026搜索,6282,查询黄金价格,0.0521,今日黄金价格多少钱一克,0.075,0.963,770.0
L1意图,QUOTE_LOOKUP,查询可报价品种实时行情与价格,2026搜索,6282,科技类股票信息查询,0.0513,晶科科技股票,0.886,0.497,1000.0
L1意图,QUOTE_LOOKUP,查询可报价品种实时行情与价格,2026搜索,6282,查询股份公司及股票信息,0.0436,领先股份,0.721,0.067,193.0
L1意图,QUOTE_LOOKUP,查询可报价品种实时行情与价格,2026搜索,6282,实时行情查询,0.0387,股市实时行情,0.52,0.497,166.0
L1意图,QUOTE_LOOKUP,查询可报价品种实时行情与价格,2026搜索,6282,查询市场行情,0.0357,今日美股行情,0.493,0.497,291.0
L1意图,QUOTE_LOOKUP,查询可报价品种实时行情与价格,2026搜索,6282,查询股份股票及股吧信息,0.0339,领先股份股票,0.973,0.497,444.0
L1意图,PAGE_NAV,打开目标页面或获取官方应用入口,2026搜索,1591,证券股吧查询,0.6794,股吧,1.0,0.0,1818.0
L1意图,PAGE_NAV,打开目标页面或获取官方应用入口,2026搜索,1591,查询股份股票及股吧信息,0.066,综艺股份股吧,0.971,0.327,231.0
L1意图,PAGE_NAV,打开目标页面或获取官方应用入口,2026搜索,1591,下载安装金融类App,0.0427,手机银行app下载安装官方免费下载,0.014,0.996,179.0
L1意图,PAGE_NAV,打开目标页面或获取官方应用入口,2026搜索,1591,股票代码查询,0.0427,600596新安股份股吧,0.529,0.78,300.0
L1意图,FX_CONVERT,查询汇率并换算外币金额,2026搜索,717,查询人民币兑外币汇率,0.5202,人民币汇率兑美元,0.999,0.469,686.0
L1意图,FX_CONVERT,查询汇率并换算外币金额,2026搜索,717,货币兑换金额换算查询,0.2273,韩币1万等于多少人民币,0.327,0.851,312.0
L1意图,FX_CONVERT,查询汇率并换算外币金额,2026搜索,717,货币兑换查询,0.1172,人民币兑换美元,0.944,0.317,1516.0
L1意图,RESOLVE_BARE_ENTITY,解析裸非可报价名称,2026搜索,414,查询财经门户与市场行情,0.2536,金融,0.806,0.05,285.0
L1意图,RESOLVE_BARE_ENTITY,解析裸非可报价名称,2026搜索,414,银行信息查询,0.1377,银行,0.982,0.05,388.0
L1意图,RESOLVE_BARE_ENTITY,解析裸非可报价名称,2026搜索,414,证券股票信息查询,0.1329,证券,0.989,0.05,638.0
L1意图,RESOLVE_BARE_ENTITY,解析裸非可报价名称,2026搜索,414,查询保险相关业务,0.0483,保险,0.653,0.05,377.0
L1意图,RESOLVE_BARE_ENTITY,解析裸非可报价名称,2026搜索,414,查询保险公司信息,0.0362,安盛天平保险公司,0.547,0.957,243.0
L1意图,RESOLVE_BARE_ENTITY,解析裸非可报价名称,2026搜索,414,查询科技股与科创板信息,0.0338,科创板,0.286,0.178,319.0
L1意图,RESOLVE_BARE_ENTITY,解析裸非可报价名称,2026搜索,414,基金净值查询,0.029,基金,0.554,0.05,567.0
L1意图,RESOLVE_BARE_ENTITY,解析裸非可报价名称,2026搜索,414,查询贷款信息,0.0266,贷款,0.446,0.05,978.0
L1意图,OTHER_INTENT,其他非金融意图或无明确意图,2026搜索,97,蚂蚁庄园今日答案查询,0.5258,蚂蚁庄园今日答案,0.954,0.33,12164.0
L1意图,OTHER_INTENT,其他非金融意图或无明确意图,2026搜索,97,查询财经门户与市场行情,0.1443,cg钱包,0.253,0.088,265.0
L1意图,OTHER_INTENT,其他非金融意图或无明确意图,2026搜索,97,股票行情与选股建议查询,0.0412,光纤股票龙头股一览表,0.376,0.557,196.0
L1意图,OTHER_INTENT,其他非金融意图或无明确意图,2026搜索,97,下载安装金融类App,0.0309,cgpay,0.18,0.144,180.0
L1意图,OTHER_INTENT,其他非金融意图或无明确意图,2026搜索,97,车险购买与理赔咨询,0.0309,车险查询报价,0.201,0.175,163.0
L1意图,OTHER_INTENT,其他非金融意图或无明确意图,2026搜索,97,人民币及货币信息查询,0.0206,狗狗币,0.17,0.021,2209.0
L1意图,OTHER_INTENT,其他非金融意图或无明确意图,2026搜索,97,查询股票信息,0.0206,遇见小面股票,0.397,0.175,428.0
L1意图,CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,2026搜索,331,银行客服电话查询,0.3807,建设银行客服电话24小时人工服务热线,0.944,0.98,273.0
